e	weights
55	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
56	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
57	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
58	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
59	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
60	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
61	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
62	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
63	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
64	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
65	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
66	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
67	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
68	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
69	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
70	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
71	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
72	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
73	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
74	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
75	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
76	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
77	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
78	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
79	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
80	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
81	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
82	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
83	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
84	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
85	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
86	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
87	{'fr': 5.382150038701864, 'ja': 1.0, 'es': 1.793863836581667, 'el': -0.04040247346605219, 'en': 1.601564154937691}
88	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
89	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
90	{'fr': 3.432110054167277, 'ja': -0.4837978396154672, 'es': 1.7269366945170046, 'el': 1.0, 'en': 1.6920158317421574}
91	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
92	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
93	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
94	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
95	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
96	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
97	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
98	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
99	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
100	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
101	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
102	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
103	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
104	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
105	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
106	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
107	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
108	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
109	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
110	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
111	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
112	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
113	{'fr': 4.529383678118222, 'ja': -0.5767549831808356, 'es': 1.593413610905602, 'el': 1.0, 'en': 1.6969566586933267}
114	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
115	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
116	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
117	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
118	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
119	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
120	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
121	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
122	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
123	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
124	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
125	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
126	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
127	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
128	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
129	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
130	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
131	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
132	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
133	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
134	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
135	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
136	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
137	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
138	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
139	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
140	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
141	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
142	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
143	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
144	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
145	{'fr': 3.4339726246839604, 'ja': -0.6057324002300415, 'es': 1.744091371063531, 'el': 1.0, 'en': 1.693222552068089}
146	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
147	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
148	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
149	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
150	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
151	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
152	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
153	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
154	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
155	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
156	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
157	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
158	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
159	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
160	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
161	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
162	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
163	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
164	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
165	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
166	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
167	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
168	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
169	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
170	{'fr': 3.3319487491855977, 'ja': -0.5099629134448513, 'es': 1.7185454096379857, 'el': 1.0, 'en': 1.6742251077989918}
171	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
172	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
173	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
174	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
175	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
176	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
177	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
178	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
179	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
180	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
181	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
182	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
183	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
184	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
185	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
186	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
187	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
188	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
189	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
190	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
191	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
192	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
193	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
194	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
195	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
196	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
197	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
198	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
199	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
200	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
201	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
202	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
203	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
204	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
205	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
206	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
207	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
208	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
209	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
210	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
211	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
212	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
213	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
214	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
215	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
216	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
217	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
218	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
219	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
220	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
221	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
222	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
223	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
224	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
225	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
226	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
227	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
228	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
229	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
230	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
231	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
232	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
233	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
234	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
235	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
236	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
237	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
238	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
239	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
240	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
241	{'fr': 4.051564637782255, 'ja': 1.0, 'es': 1.7002460054781532, 'el': -0.19792845392729697, 'en': 1.6852405659429408}
242	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
243	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
244	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
245	{'fr': 4.894523990028322, 'ja': 1.0, 'es': 1.6334384778228928, 'el': -0.01357120202332851, 'en': 1.6657318400457632}
246	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
247	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
248	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
249	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
250	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
251	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
252	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
253	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
254	{'fr': 4.91147748746865, 'ja': -0.27672960049166306, 'es': 1.690534428563979, 'el': 1.0, 'en': 1.4672044580774821}
255	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
256	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
257	{'fr': 3.856681598171176, 'ja': 1.0, 'es': 1.6598090420340248, 'el': -0.39300675266733065, 'en': 1.666085261545127}
258	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
259	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
260	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
261	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
262	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
263	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
264	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
265	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
266	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
267	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
268	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
269	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
270	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
271	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
272	{'fr': 5.259717991886072, 'ja': -0.27747784667224984, 'es': 1.73485974911011, 'el': 1.0, 'en': 1.726562883960637}
273	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
274	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
275	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
276	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
277	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
278	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
279	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
280	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
281	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
282	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
283	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
284	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
285	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
286	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
287	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
288	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
289	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
290	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
291	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
292	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
293	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
294	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
295	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
296	{'fr': 3.319077738029223, 'ja': -0.5494718251287194, 'es': 1.743309235365448, 'el': 1.0, 'en': 1.6764032908713942}
297	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
298	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
299	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
300	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
301	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
302	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
303	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
304	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
305	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
306	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
307	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
308	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
309	{'fr': 3.132373782606499, 'ja': 1.0, 'es': 1.8336457041748346, 'el': -0.184784614187107, 'en': 1.8168965684564782}
310	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
311	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
312	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
313	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
314	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
315	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
316	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
317	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
318	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
319	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
320	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
321	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
322	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
323	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
324	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
325	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
326	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
327	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
328	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
329	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
330	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
331	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
332	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
333	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
334	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
335	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
336	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
337	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
338	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
339	{'fr': 1, 'ja': 1, 'es': 1, 'el': 1, 'en': 1}
