e	weights
26	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
27	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
28	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
29	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
30	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
31	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
32	{'es': 3.459899030417355, 'fr': 1.6109815653342472, 'ja': 2.930909932498224, 'el': 2.3675409956913267, 'en': 2.9314091097432975}
33	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
34	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
35	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
36	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
37	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
38	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
39	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
40	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
41	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
42	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
43	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
44	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
45	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
46	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
47	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
48	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
49	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
50	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
51	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
52	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
53	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
54	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
55	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
56	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
57	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
58	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
59	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
60	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
61	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
62	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
63	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
64	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
65	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
66	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
67	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
68	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
69	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
70	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
71	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
72	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
73	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
74	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
75	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
76	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
77	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
78	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
79	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
80	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
81	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
82	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
83	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
84	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
85	{'es': 4.328603263259991, 'fr': 2.395903403077356, 'ja': 2.87785147846062, 'el': 2.3563555896674275, 'en': 3.0250936905200922}
86	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
87	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
88	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
89	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
90	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
91	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
92	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
93	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
94	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
95	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
96	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
97	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
98	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
99	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
100	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
101	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
102	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
103	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
104	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
105	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
106	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
107	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
108	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
109	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
110	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
111	{'es': 3.365733469722411, 'fr': 2.1068319902779225, 'ja': 2.7731977139166917, 'el': 2.353237928522435, 'en': 1.9397359945429589}
112	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
113	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
114	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
115	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
116	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
117	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
118	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
119	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
120	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
121	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
122	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
123	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
124	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
125	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
126	{'es': 3.4791724834370545, 'fr': 2.788374303309411, 'ja': 1.0176880073120658, 'el': 1.8507742386055135, 'en': 2.593043409092602}
127	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
128	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
129	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
130	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
131	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
132	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
133	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
134	{'es': 3.226911939206347, 'fr': 2.9500842317415694, 'ja': 1.2037265544193083, 'el': 1.8926451888888853, 'en': 2.6687007375301874}
135	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
136	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
137	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
138	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
139	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
140	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
141	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
142	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
143	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
144	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
145	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
146	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
147	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
148	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
149	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
150	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
151	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
152	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
153	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
154	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
155	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
156	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
157	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
158	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
159	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
160	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
161	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
162	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
163	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
164	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
165	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
166	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
167	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
168	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
169	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
170	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
171	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
172	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
173	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
174	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
175	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
176	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
177	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
178	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
179	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
180	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
181	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
182	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
183	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
184	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
185	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
186	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
187	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
188	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
189	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
190	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
191	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
192	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
193	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
194	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
195	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
196	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
197	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
198	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
199	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
200	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
201	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
202	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
203	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
204	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
205	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
206	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
207	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
208	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
209	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
210	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
211	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
212	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
213	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
214	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
215	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
216	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
217	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
218	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
219	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
220	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
221	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
222	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
223	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
224	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
225	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
226	{'es': 3.668830088030802, 'fr': 2.3471779599998044, 'ja': 2.922296651431055, 'el': 1.1322680529172224, 'en': 1.8454402030018642}
227	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
228	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
229	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
230	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
231	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
232	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
233	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
234	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
235	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
236	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
237	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
238	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
239	{'es': 3.5484258733910106, 'fr': 2.539760800791921, 'ja': 3.0930924329508893, 'el': 2.221938303936555, 'en': 3.0482369361298116}
240	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
241	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
242	{'es': 3.4871855205209896, 'fr': 3.00139884196703, 'ja': 1.0951501265415382, 'el': 1.4767822336748364, 'en': 2.6766028104813384}
243	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
244	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
245	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
246	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
247	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
248	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
249	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
250	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
251	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
252	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
253	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
254	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
255	{'es': 4.377309703609419, 'fr': 2.4165063081533154, 'ja': 3.252108079803269, 'el': 2.2748680939811314, 'en': 2.632361081049949}
256	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
257	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
258	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
259	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
260	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
261	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
262	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
263	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
264	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
265	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
266	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
267	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
268	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
269	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
270	{'es': 3.8575775182627208, 'fr': 2.3155687841635464, 'ja': 2.6542042680879128, 'el': 2.342471727108357, 'en': 2.8211813807034742}
271	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
272	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
273	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
274	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
275	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
276	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
277	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
278	{'es': 3.7974424185925693, 'fr': 2.838923621537063, 'ja': 1.1621421447458602, 'el': 1.9998566503294268, 'en': 3.07331929395156}
279	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
280	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
281	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
282	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
283	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
284	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
285	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
286	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
287	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
288	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
289	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
290	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
291	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
292	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
293	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
294	{'es': 3.225220993994295, 'fr': 3.306649112687626, 'ja': 1.8249969817452447, 'el': 1.0054232287382805, 'en': 2.4838294607923697}
295	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
296	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
297	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
298	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
299	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
300	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
301	{'es': 3.3980376721124896, 'fr': 3.0380820093052407, 'ja': 2.6640269612833047, 'el': 1.5831905501794858, 'en': 2.855438265588755}
302	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
303	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
304	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
305	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
306	{'es': 3.5907828316036916, 'fr': 0.9469851925885364, 'ja': 2.0201534348889005, 'el': 2.38466294717175, 'en': 3.182818543168951}
307	{'es': 2.699776700628578, 'fr': 3.3520208707893033, 'ja': 1.190082589248776, 'el': 1.9148757885576715, 'en': 3.0730148514692828}
308	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
309	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
310	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
311	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
312	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
313	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
314	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
315	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
316	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
317	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
318	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
319	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
320	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
321	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
322	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
323	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
324	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
325	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
326	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
327	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
328	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
329	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
330	{'es': 3.148939606725047, 'fr': 2.8078840422506857, 'ja': 1.4829800183126371, 'el': 2.3609036564013586, 'en': 2.6332550137038844}
331	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
332	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
333	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
334	{'es': 1, 'fr': 1, 'ja': 1, 'el': 1, 'en': 1}
