e	weights
228	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
229	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
230	{'en': 3.3430076598549068, 'fr': 1.5738134676621809, 'ja': 0.5589738692235844, 'es': 1.5747375348227326, 'el': 1.0}
231	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
232	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
233	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
234	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
235	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
236	{'en': 3.4332745658897057, 'fr': 1.7837315498498798, 'ja': 0.5271303350639178, 'es': 1.6240955731825393, 'el': 1.0}
237	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
238	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
239	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
240	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
241	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
242	{'en': 3.6929953464962435, 'fr': 1.5629342010818816, 'ja': 1.0, 'es': 1.5448978620928742, 'el': 0.5871689035154439}
243	{'en': 3.597234992350632, 'fr': 1.5769837081437874, 'ja': 0.5592186883062069, 'es': 1.5446428362805706, 'el': 1.0}
244	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
245	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
246	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
247	{'en': 3.167764484970107, 'fr': 1.5754361777745067, 'ja': 0.5487190904707342, 'es': 1.6864100435842055, 'el': 1.0}
248	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
249	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
250	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
251	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
252	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
253	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
254	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
255	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
256	{'en': 4.275788180796049, 'fr': 1.6172180542946184, 'ja': 0.6299170386994324, 'es': 1.5099699365577344, 'el': 1.0}
257	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
258	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
259	{'en': 3.783850408479469, 'fr': 1.575689034126678, 'ja': 0.5342227543849696, 'es': 1.5553985428345045, 'el': 1.0}
260	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
261	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
262	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
263	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
264	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
265	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
266	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
267	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
268	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
269	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
270	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
271	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
272	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
273	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
274	{'en': 4.084555383285873, 'fr': 1.5567408360566293, 'ja': 0.5634228445893562, 'es': 1.5424888978680804, 'el': 1.0}
275	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
276	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
277	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
278	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
279	{'en': 3.2781063642001635, 'fr': 1.5568212260010506, 'ja': 0.5462568439353825, 'es': 1.5488232859351445, 'el': 1.0}
280	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
281	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
282	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
283	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
284	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
285	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
286	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
287	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
288	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
289	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
290	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
291	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
292	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
293	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
294	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
295	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
296	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
297	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
298	{'en': 3.797824119225727, 'fr': 1.5922927987655822, 'ja': 0.5708410147227665, 'es': 1.5386056244503208, 'el': 1.0}
299	{'en': 3.1656474605155855, 'fr': 1.5843082356520326, 'ja': 0.5517370188646626, 'es': 1.5778332106312833, 'el': 1.0}
300	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
301	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
302	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
303	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
304	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
305	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
306	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
307	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
308	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
309	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
310	{'en': 4.239495364126643, 'fr': 1.5243879784723813, 'ja': 0.5066817946216111, 'es': 1.5447552528052277, 'el': 1.0}
311	{'en': 3.318179688529548, 'fr': 1.8350460385573257, 'ja': 0.5685865315684566, 'es': 1.6414767007134894, 'el': 1.0}
312	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
313	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
314	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
315	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
316	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
317	{'en': 3.6567719762058344, 'fr': 1.5550141093873588, 'ja': 0.5808139283948521, 'es': 1.557157469547856, 'el': 1.0}
318	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
319	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
320	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
321	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
322	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
323	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
324	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
325	{'en': 1, 'fr': 1, 'ja': 1, 'es': 1, 'el': 1}
