e	weights
51	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
52	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
53	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
54	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
55	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
56	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
57	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
58	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
59	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
60	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
61	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
62	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
63	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
64	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
65	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
66	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
67	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
68	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
69	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
70	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
71	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
72	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
73	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
74	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
75	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
76	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
77	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
78	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
79	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
80	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
81	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
82	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
83	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
84	{'ja': 4.364733897015869, 'fr': 0.6492340813009232, 'es': 1.0, 'el': 1.0, 'en': 1.1448301842763016}
85	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
86	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
87	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
88	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
89	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
90	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
91	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
92	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
93	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
94	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
95	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
96	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
97	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
98	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
99	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
100	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
101	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
102	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
103	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
104	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
105	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
106	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
107	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
108	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
109	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
110	{'ja': 4.994675134094255, 'fr': 0.6270974177667077, 'es': 1.0, 'el': 1.0, 'en': 1.1040194106067387}
111	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
112	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
113	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
114	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
115	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
116	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
117	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
118	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
119	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
120	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
121	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
122	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
123	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
124	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
125	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
126	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
127	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
128	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
129	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
130	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
131	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
132	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
133	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
134	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
135	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
136	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
137	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
138	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
139	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
140	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
141	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
142	{'ja': 3.25514804955541, 'fr': 0.6118030683085012, 'es': 1.0, 'el': 1.0, 'en': 1.1604191455489603}
143	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
144	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
145	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
146	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
147	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
148	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
149	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
150	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
151	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
152	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
153	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
154	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
155	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
156	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
157	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
158	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
159	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
160	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
161	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
162	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
163	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
164	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
165	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
166	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
167	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
168	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
169	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
170	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
171	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
172	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
173	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
174	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
175	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
176	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
177	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
178	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
179	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
180	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
181	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
182	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
183	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
184	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
185	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
186	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
187	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
188	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
189	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
190	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
191	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
192	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
193	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
194	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
195	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
196	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
197	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
198	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
199	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
200	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
201	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
202	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
203	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
204	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
205	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
206	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
207	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
208	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
209	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
210	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
211	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
212	{'ja': 3.0763289439448505, 'fr': 0.744746548330689, 'es': 1.0, 'el': 1.0, 'en': 1.1439658243118995}
213	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
214	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
215	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
216	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
217	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
218	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
219	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
220	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
221	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
222	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
223	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
224	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
225	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
226	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
227	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
228	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
229	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
230	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
231	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
232	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
233	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
234	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
235	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
236	{'ja': 3.7496173196123914, 'fr': 0.6612510345792166, 'es': 1.0, 'el': 1.0, 'en': 1.177249262166523}
237	{'ja': 3.930534377803554, 'fr': 0.6095049443190226, 'es': 1.0, 'el': 1.0, 'en': 1.1307170889024447}
238	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
239	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
240	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
241	{'ja': 4.187312614809404, 'fr': 0.6193851922375957, 'es': 1.0, 'el': 1.0, 'en': 1.1647367708522673}
242	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
243	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
244	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
245	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
246	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
247	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
248	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
249	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
250	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
251	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
252	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
253	{'ja': 4.238200170116084, 'fr': 0.6967426121880027, 'es': 1.0, 'el': 1.0, 'en': 1.2109735580214462}
254	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
255	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
256	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
257	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
258	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
259	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
260	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
261	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
262	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
263	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
264	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
265	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
266	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
267	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
268	{'ja': 4.251696908097025, 'fr': 0.6350841694237153, 'es': 1.0, 'el': 1.0, 'en': 1.1536424618943455}
269	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
270	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
271	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
272	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
273	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
274	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
275	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
276	{'ja': 3.8897970993793525, 'fr': 0.6456399068906695, 'es': 1.0, 'el': 1.0, 'en': 1.1947354940278263}
277	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
278	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
279	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
280	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
281	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
282	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
283	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
284	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
285	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
286	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
287	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
288	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
289	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
290	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
291	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
292	{'ja': 3.5334805055060907, 'fr': 0.6088523232313533, 'es': 1.0, 'el': 1.0, 'en': 1.1595643337708577}
293	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
294	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
295	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
296	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
297	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
298	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
299	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
300	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
301	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
302	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
303	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
304	{'ja': 3.930926567545791, 'fr': 0.6014723141678506, 'es': 1.0, 'el': 1.0, 'en': 1.1298822876791723}
305	{'ja': 5.117232605314509, 'fr': 0.7047874369854092, 'es': 1.0, 'el': 1.0, 'en': 1.1584294149730023}
306	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
307	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
308	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
309	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
310	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
311	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
312	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
313	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
314	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
315	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
316	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
317	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
318	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
319	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
320	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
321	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
322	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
323	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
324	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
325	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
326	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
327	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
328	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
329	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
330	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
331	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
332	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
333	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
334	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
335	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
336	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
337	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
338	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
339	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
340	{'ja': 1, 'fr': 1, 'es': 1, 'el': 1, 'en': 1}
